geometry,building,name,name:en,addr:city,addr:housenumber,addr:postcode,addr:street,phone,website,building:levels,building:use,addr:country,office,addr:housename,alt_name,designation,int_name,old_name,source,wikidata,height,layer,residential,addr:district,wheelchair,amenity,toilets:wheelchair,created_by,landuse,description,note,operator,operator:wikidata,operator:wikipedia,power,ref,start_date,substation,voltage,name:mr,shop,brand,brand:wikidata,brand:wikipedia,tourism,fax,smoking,religion,leisure,name:etymology:wikidata,addr:place,ele,denomination,aeroway,man_made,addr:unit,addr:full,addr:state,name:ur,content,building:material,addr:subdistrict,architect,emergency,healthcare,level,government,opening_hours,sport,guest_house,internet_access,internet_access:fee,healthcare:speciality,not:operator:wikidata,atm,branch,drive_through,short_name,historic,historic:civilization,building:levels:underground,parking,floor,contact:phone,indoor_seating,outdoor_seating,self_service,industrial,amenity_1,nohousenumber,fast_food,alt_name:en,cuisine,diet:local,diet:non-vegetarian,diet:vegetarian,name:hi,roof:material,email,area,wikimedia_commons,ref:colour,building:colour,house,brand:short,operator:short,craft,telecom,brewery,min_age,type,rooms,Latitude,Longitude,Region
"POLYGON ((79.11422 21.11131, 79.114316 21.111394, 79.114365 21.111345, 79.114337 21.11132, 79.114269 21.111261, 79.11422 21.11131))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111327357752977,79.11429258694778,South
"POLYGON ((79.114314 21.111399, 79.114409 21.111483, 79.114467 21.111426, 79.114372 21.111342, 79.114314 21.111399))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111412550005685,79.1143906499906,South
"POLYGON ((79.114244 21.111456, 79.114337 21.111537, 79.114386 21.111488, 79.114294 21.111407, 79.114244 21.111456))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111472000004976,79.1143153999896,South
"POLYGON ((79.114162 21.111367, 79.114245 21.11144, 79.114294 21.111391, 79.114211 21.111318, 79.114162 21.111367))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111378615790176,79.114227895139,South
"POLYGON ((79.114025 21.111491, 79.114123 21.111578, 79.114181 21.11152, 79.114083 21.111433, 79.114025 21.111491))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11150546577134,79.11410299508854,South
"POLYGON ((79.114121 21.111595, 79.114206 21.111669, 79.114274 21.111602, 79.114189 21.111528, 79.114121 21.111595))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11159835000577,79.11419719999634,South
"POLYGON ((79.115206 21.111649, 79.115307 21.111738, 79.115377 21.111668, 79.115276 21.111579, 79.115206 21.111649))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11165843371691,79.11529140332064,South
"POLYGON ((79.115135 21.111708, 79.115238 21.111798, 79.115297 21.111739, 79.115194 21.111649, 79.115135 21.111708))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11172348436282,79.11521625519306,South
"POLYGON ((79.115182 21.111862, 79.115265 21.111935, 79.115322 21.11188, 79.115238 21.111806, 79.115182 21.111862))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11187078378993,79.11525185359571,South
"POLYGON ((79.115078 21.111766, 79.115166 21.111842, 79.115218 21.111791, 79.11513 21.111714, 79.115078 21.111766))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111778200004757,79.11514789999187,South
"POLYGON ((79.115018 21.111806, 79.115118 21.111894, 79.115158 21.111854, 79.115058 21.111766, 79.115018 21.111806))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111830113554415,79.11508784079149,South
"POLYGON ((79.115161 21.111956, 79.115206 21.111996, 79.11526 21.111943, 79.115215 21.111903, 79.115161 21.111956))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111949600002646,79.11521025000201,South
"POLYGON ((79.115118 21.112032, 79.11515 21.11206, 79.115207 21.112003, 79.115175 21.111975, 79.115118 21.112032))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.112017200002466,79.11516230000453,South
"POLYGON ((79.115034 21.111971, 79.115097 21.112027, 79.115151 21.111973, 79.115088 21.111918, 79.115034 21.111971))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11197215000344,79.11509254999848,South
"POLYGON ((79.11495 21.111878, 79.115032 21.11195, 79.115093 21.11189, 79.115011 21.111818, 79.11495 21.111878))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11188365141279,79.11502148355527,South
"POLYGON ((79.114878 21.11193, 79.114979 21.112018, 79.115035 21.111963, 79.114934 21.111874, 79.114878 21.11193))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11194615000604,79.1149561499882,South
"POLYGON ((79.11499 21.112023, 79.115072 21.112095, 79.115114 21.112053, 79.115032 21.111982, 79.11499 21.112023))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.112038430469962,79.11505167146451,South
"POLYGON ((79.114911 21.112088, 79.115006 21.112172, 79.115071 21.112107, 79.114976 21.112024, 79.114911 21.112088))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11209785200622,79.11499098372846,South
"POLYGON ((79.114875 21.112138, 79.114959 21.112212, 79.114994 21.112178, 79.11491 21.112104, 79.114875 21.112138))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11215820000358,79.11493434998995,South
"POLYGON ((79.11478 21.112057, 79.114856 21.112124, 79.114957 21.112023, 79.114881 21.111957, 79.11478 21.112057))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.112040296730346,79.11486828384415,South
"POLYGON ((79.114788 21.112222, 79.114868 21.112292, 79.114945 21.112216, 79.114865 21.112145, 79.114788 21.112222))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.112218566685083,79.11486624969329,South
"POLYGON ((79.114694 21.112118, 79.114782 21.112196, 79.114847 21.112132, 79.114758 21.112054, 79.114694 21.112118))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.112124750005737,79.1147703499943,South
"POLYGON ((79.114774 21.111644, 79.114719 21.111699, 79.11479 21.111762, 79.114846 21.111706, 79.114774 21.111644))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111702650968475,79.11478213345642,South
"POLYGON ((79.114828 21.111594, 79.114781 21.111641, 79.114852 21.111704, 79.114899 21.111656, 79.114828 21.111594))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11164873379404,79.11483995360801,South
"POLYGON ((79.114888 21.111537, 79.114845 21.11158, 79.114925 21.11165, 79.114968 21.111608, 79.114888 21.111537))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11159383465497,79.11490615587039,South
"POLYGON ((79.114903 21.111524, 79.114978 21.11159, 79.115044 21.111525, 79.114969 21.111459, 79.114903 21.111524))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111524850004976,79.11497319999846,South
"POLYGON ((79.114988 21.111469, 79.115053 21.111526, 79.115113 21.111467, 79.115047 21.11141, 79.114988 21.111469))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111467950003963,79.11505029999924,South
"POLYGON ((79.115048 21.111405, 79.115124 21.111472, 79.11518 21.111417, 79.115104 21.11135, 79.115048 21.111405))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111411001437208,79.11511403356339,South
"POLYGON ((79.115124 21.111482, 79.115183 21.111533, 79.115236 21.11148, 79.115177 21.111429, 79.115124 21.111482))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11148105000316,79.11518009999942,South
"POLYGON ((79.115054 21.111541, 79.115126 21.111605, 79.115189 21.111543, 79.115116 21.111479, 79.115054 21.111541))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111542050004562,79.11512124999841,South
"POLYGON ((79.114987 21.111595, 79.115066 21.111664, 79.11512 21.111611, 79.115041 21.111542, 79.114987 21.111595))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111603050004305,79.11505334999474,South
"POLYGON ((79.11493 21.111662, 79.114992 21.111717, 79.115045 21.111665, 79.114983 21.11161, 79.11493 21.111662))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111663750003295,79.11498749999853,South
"POLYGON ((79.114848 21.111712, 79.11493 21.111784, 79.114987 21.111727, 79.114905 21.111656, 79.114848 21.111712))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1117195500047,79.11491774999456,South
"POLYGON ((79.114793 21.111772, 79.11487 21.111839, 79.11492 21.11179, 79.114843 21.111722, 79.114793 21.111772))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111780547585038,79.11485651611144,South
"POLYGON ((79.114735 21.111824, 79.114808 21.111889, 79.11486 21.111838, 79.114786 21.111774, 79.114735 21.111824))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111831250003814,79.1147971999955,South
"POLYGON ((79.114659 21.11176, 79.114728 21.111822, 79.114783 21.111767, 79.114714 21.111706, 79.114659 21.11176))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111763849075054,79.11472106654513,South
"POLYGON ((79.114677 21.111885, 79.114747 21.111947, 79.114805 21.11189, 79.114735 21.111828, 79.114677 21.111885))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11188740058172,79.11474088339115,South
"POLYGON ((79.114601 21.111823, 79.114661 21.111876, 79.114705 21.111832, 79.114645 21.111779, 79.114601 21.111823))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111827485048096,79.11465293636228,South
"POLYGON ((79.114619 21.111934, 79.114691 21.111998, 79.114736 21.111954, 79.114663 21.11189, 79.114619 21.111934))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111944000003334,79.1146771499945,South
"POLYGON ((79.114543 21.111868, 79.114607 21.111924, 79.114656 21.111876, 79.114592 21.11182, 79.114543 21.111868))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111872048883438,79.11459936650556,South
"POLYGON ((79.114539 21.111993, 79.114616 21.11206, 79.114682 21.111995, 79.114606 21.111927, 79.114539 21.111993))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111993699795885,79.11461076664816,South
"POLYGON ((79.114456 21.111916, 79.114529 21.11198, 79.114582 21.111928, 79.114509 21.111864, 79.114456 21.111916))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11192239840929,79.11451921638364,South
"POLYGON ((79.112837 21.109524, 79.112942 21.109616, 79.113013 21.109546, 79.112908 21.109454, 79.112837 21.109524))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109534650007536,79.11292499999038,South
"POLYGON ((79.112765 21.109479, 79.112817 21.109525, 79.112914 21.109429, 79.112862 21.109384, 79.112765 21.109479))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109454300006963,79.11283920001317,South
"POLYGON ((79.112946 21.109621, 79.113033 21.109697, 79.113111 21.10962, 79.113024 21.109544, 79.112946 21.109621))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10962070000679,79.11302859999854,South
"POLYGON ((79.113024 21.109713, 79.113078 21.109761, 79.113154 21.109686, 79.1131 21.109638, 79.113024 21.109713))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109699503659424,79.1130889660329,South
"POLYGON ((79.113087 21.109761, 79.113136 21.109804, 79.113219 21.109721, 79.11317 21.109679, 79.113087 21.109761))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109741400005284,79.1131530000092,South
"POLYGON ((79.113187 21.109859, 79.113232 21.109898, 79.113318 21.109813, 79.113273 21.109774, 79.113187 21.109859))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10983585000546,79.11325255001078,South
"POLYGON ((79.113138 21.10981, 79.113183 21.109848, 79.113251 21.109781, 79.113207 21.109742, 79.113138 21.10981))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10979520000371,79.11319460000551,South
"POLYGON ((79.113237 21.109898, 79.113293 21.109948, 79.113367 21.109874, 79.113311 21.109825, 79.113237 21.109898))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109886200004706,79.11330185000509,South
"POLYGON ((79.113302 21.109953, 79.113345 21.109991, 79.113422 21.109915, 79.113379 21.109877, 79.113302 21.109953))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10993380000444,79.11336190000806,South
"POLYGON ((79.113395 21.109865, 79.113444 21.109907, 79.113524 21.109828, 79.113475 21.109785, 79.113395 21.109865))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10984620000498,79.11345945000825,South
"POLYGON ((79.113296 21.109777, 79.113387 21.109856, 79.113462 21.109782, 79.113371 21.109703, 79.113296 21.109777))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10977945000677,79.11337899999643,South
"POLYGON ((79.113238 21.109729, 79.113286 21.109772, 79.113376 21.109684, 79.113327 21.109641, 79.113238 21.109729))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109706400005937,79.11330670001111,South
"POLYGON ((79.113128 21.109634, 79.113232 21.109725, 79.113329 21.109629, 79.113225 21.109538, 79.113128 21.109634))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10963160001017,79.11322844999899,South
"POLYGON ((79.11306 21.109542, 79.113138 21.10961, 79.113215 21.109534, 79.113138 21.109465, 79.11306 21.109542))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109537800006166,79.11313790000084,South
"POLYGON ((79.112938 21.109429, 79.113045 21.109524, 79.113127 21.109442, 79.11302 21.109348, 79.112938 21.109429))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10943584884251,79.11303226649039,South
"POLYGON ((79.113903 21.109823, 79.113997 21.109906, 79.11407 21.109833, 79.113976 21.10975, 79.113903 21.109823))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10982805000693,79.1139864999946,South
"POLYGON ((79.113889 21.109811, 79.113969 21.109732, 79.113924 21.109692, 79.113844 21.109771, 79.113889 21.109811))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10975143497844,79.1139063947428,South
"POLYGON ((79.113782 21.109728, 79.11383 21.10977, 79.113918 21.109683, 79.11387 21.109641, 79.113782 21.109728))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109705450005823,79.11385005001101,South
"POLYGON ((79.113658 21.109584, 79.113787 21.109698, 79.11386 21.109626, 79.113731 21.109512, 79.113658 21.109584))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10960505001005,79.11375914998091,South
"POLYGON ((79.113572 21.109542, 79.113626 21.109589, 79.113724 21.109492, 79.11367 21.109445, 79.113572 21.109542))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109517150007136,79.11364785001322,South
"POLYGON ((79.113507 21.109447, 79.113578 21.109509, 79.113653 21.109436, 79.113582 21.109373, 79.113507 21.109447))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109441183371196,79.11357979958491,South
"POLYGON ((79.114065 21.109981, 79.11411 21.11002, 79.114183 21.109948, 79.114138 21.109909, 79.114065 21.109981))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.109964410337763,79.11412413919304,South
"POLYGON ((79.114106 21.11003, 79.114147 21.110067, 79.114222 21.109992, 79.114181 21.109956, 79.114106 21.11003))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11001135000426,79.11416400000786,South
"POLYGON ((79.11415 21.110078, 79.114203 21.110124, 79.114284 21.110044, 79.114231 21.109998, 79.11415 21.110078))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1100612500052,79.11421720000759,South
"POLYGON ((79.114197 21.110133, 79.114236 21.110167, 79.114317 21.110087, 79.114278 21.110053, 79.114197 21.110133))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110110300004703,79.1142569000099,South
"POLYGON ((79.114231 21.110181, 79.114327 21.110265, 79.114409 21.110184, 79.114313 21.1101, 79.114231 21.110181))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110182299745397,79.1143199166418,South
